1
334.0000,32.0000,370.0000,32.0000,370.0000,75.0000,334.0000,75.0000
336.0000,23.0000,373.0000,23.0000,373.0000,67.0000,336.0000,67.0000
337.0000,17.0000,373.0000,17.0000,373.0000,61.0000,337.0000,61.0000
338.0000,58.0000,338.0000,13.0000,374.0000,13.0000,374.0000,58.0000
343.0000,13.0000,380.0000,13.0000,380.0000,57.0000,343.0000,57.0000
348.0000,17.0000,385.0000,17.0000,385.0000,62.0000,348.0000,62.0000
355.0000,27.0000,393.0000,27.0000,393.0000,70.0000,355.0000,70.0000
360.0000,34.0000,399.0000,34.0000,399.0000,80.0000,360.0000,80.0000
365.0000,42.0000,401.0000,42.0000,401.0000,90.0000,365.0000,90.0000
363.9460,89.3243,371.1622,46.0270,408.4595,52.2432,401.2433,95.5405
369.0000,57.0000,406.0000,57.0000,406.0000,101.0000,369.0000,101.0000
367.0000,60.0000,404.0000,60.0000,404.0000,103.0000,367.0000,103.0000
366.0000,56.0000,401.0000,56.0000,401.0000,98.0000,366.0000,98.0000
355.0000,49.0000,391.0000,49.0000,391.0000,92.0000,355.0000,92.0000
349.0000,42.0000,385.0000,42.0000,385.0000,83.0000,349.0000,83.0000
342.0000,31.0000,376.0000,31.0000,376.0000,73.0000,342.0000,73.0000
332.0000,26.0000,370.0000,26.0000,370.0000,64.0000,332.0000,64.0000
328.0000,22.0000,365.0000,22.0000,365.0000,62.0000,328.0000,62.0000
321.0000,17.0000,357.0000,17.0000,357.0000,57.0000,321.0000,57.0000
323.0000,16.0000,360.0000,16.0000,360.0000,52.0000,323.0000,52.0000
324.0000,19.0000,360.0000,19.0000,360.0000,60.0000,324.0000,60.0000
327.0000,25.0000,359.0000,25.0000,359.0000,67.0000,327.0000,67.0000
327.0000,29.0000,362.0000,29.0000,362.0000,71.0000,327.0000,71.0000
332.0000,30.0000,368.0000,30.0000,368.0000,71.0000,332.0000,71.0000
338.0000,32.0000,374.0000,32.0000,374.0000,76.0000,338.0000,76.0000
339.0000,32.0000,376.0000,32.0000,376.0000,78.0000,339.0000,78.0000
339.0000,29.0000,378.0000,29.0000,378.0000,76.0000,339.0000,76.0000
335.0000,24.0000,375.0000,24.0000,375.0000,71.0000,335.0000,71.0000
340.0000,19.0000,385.0000,19.0000,385.0000,64.0000,340.0000,64.0000
349.0000,18.0000,393.0000,18.0000,393.0000,65.0000,349.0000,65.0000
357.0000,21.0000,398.0000,21.0000,398.0000,66.0000,357.0000,66.0000
367.0000,30.0000,408.0000,30.0000,408.0000,76.0000,367.0000,76.0000
380.7931,44.4827,417.1966,42.3414,419.8655,87.7138,383.4621,89.8552
394.0000,64.0000,430.0000,64.0000,430.0000,112.0000,394.0000,112.0000
397.0000,81.0000,434.0000,81.0000,434.0000,122.0000,397.0000,122.0000
392.0000,123.0000,394.3176,92.8706,435.0000,96.0000,432.6823,126.1294
402.0000,104.0000,447.0000,104.0000,447.0000,137.0000,402.0000,137.0000
402.0000,109.0000,448.0000,109.0000,448.0000,146.0000,402.0000,146.0000
400.0000,116.0000,437.0000,116.0000,437.0000,157.0000,400.0000,157.0000
399.0000,120.0000,440.0000,120.0000,440.0000,163.0000,399.0000,163.0000
397.1113,118.5604,434.4755,116.9358,436.4151,161.5472,399.0510,163.1717
393.0000,110.0000,435.0000,110.0000,435.0000,156.0000,393.0000,156.0000
389.0000,95.0000,430.0000,95.0000,430.0000,142.0000,389.0000,142.0000
380.0000,77.0000,421.0000,77.0000,421.0000,124.0000,380.0000,124.0000
366.0000,49.0000,407.0000,49.0000,407.0000,98.0000,366.0000,98.0000
351.0000,29.0000,393.0000,29.0000,393.0000,80.0000,351.0000,80.0000
334.0000,14.0000,376.0000,14.0000,376.0000,66.0000,334.0000,66.0000
319.0000,13.0000,361.0000,13.0000,361.0000,64.0000,319.0000,64.0000
303.0000,13.0000,346.0000,13.0000,346.0000,64.0000,303.0000,64.0000
301.0000,15.0000,345.0000,15.0000,345.0000,66.0000,301.0000,66.0000
303.0000,21.0000,347.0000,21.0000,347.0000,71.0000,303.0000,71.0000
303.4180,73.4016,307.9918,23.0902,351.4509,27.0410,346.8771,77.3525
311.0000,28.0000,354.0000,28.0000,354.0000,78.0000,311.0000,78.0000
