1
81.3174,168.8020,84.1843,144.4334,106.8123,147.0956,103.9454,171.4641
82.0462,169.6994,86.2890,142.1214,107.7052,145.4162,103.4624,172.9942
79.6270,166.9622,87.9081,140.0487,107.7946,146.1676,99.5135,173.0811
82.0000,143.0000,106.0000,143.0000,106.0000,167.0000,82.0000,167.0000
77.7853,162.1317,90.0195,135.6244,107.9024,143.8781,95.6683,170.3854
73.7173,156.2349,95.9210,132.5509,109.0270,144.8378,86.8233,168.5218
76.2000,160.6000,90.2000,132.6000,109.0000,142.0000,95.0000,170.0000
72.0000,153.0000,95.5000,129.5000,109.0000,143.0000,85.5000,166.5000
79.0000,160.0000,79.0000,134.0000,106.0000,134.0000,106.0000,160.0000
79.0000,132.0000,106.0000,132.0000,106.0000,160.0000,79.0000,160.0000
77.0000,130.0000,106.0000,130.0000,106.0000,159.0000,77.0000,159.0000
75.0000,129.0000,105.0000,129.0000,105.0000,159.0000,75.0000,159.0000
75.0000,127.0000,106.0000,127.0000,106.0000,157.0000,75.0000,157.0000
75.0000,125.0000,107.0000,125.0000,107.0000,155.0000,75.0000,155.0000
74.0000,124.0000,106.0000,124.0000,106.0000,154.0000,74.0000,154.0000
65.9231,132.3846,102.0858,117.4941,112.1923,142.0385,76.0296,156.9290
73.0000,116.0000,104.0000,116.0000,104.0000,150.0000,73.0000,150.0000
68.7647,145.9412,78.5882,106.6471,104.2353,113.0588,94.4118,152.3529
69.5171,142.2537,77.6976,104.0780,103.7854,109.6683,95.6049,147.8439
73.0000,104.0000,102.0000,104.0000,102.0000,140.0000,73.0000,140.0000
73.0000,103.0000,103.0000,103.0000,103.0000,137.0000,73.0000,137.0000
74.0000,102.0000,105.0000,102.0000,105.0000,134.0000,74.0000,134.0000
72.5875,130.8995,73.9255,98.7886,106.2859,100.1369,104.9480,132.2478
75.0000,97.0000,109.0000,97.0000,109.0000,128.0000,75.0000,128.0000
75.0000,94.0000,110.0000,94.0000,110.0000,125.0000,75.0000,125.0000
77.0000,92.0000,111.0000,92.0000,111.0000,123.0000,77.0000,123.0000
75.5676,93.4054,113.8378,87.0270,118.5405,115.2432,80.2703,121.6216
81.0000,87.0000,118.0000,87.0000,118.0000,116.0000,81.0000,116.0000
83.0000,84.0000,121.0000,84.0000,121.0000,112.0000,83.0000,112.0000
85.0000,83.0000,123.0000,83.0000,123.0000,111.0000,85.0000,111.0000
86.0000,81.0000,125.0000,81.0000,125.0000,108.0000,86.0000,108.0000
86.0000,78.0000,127.0000,78.0000,127.0000,105.0000,86.0000,105.0000
86.0000,74.0000,125.0000,74.0000,125.0000,102.0000,86.0000,102.0000
86.0000,100.0000,86.0000,72.0000,124.0000,72.0000,124.0000,100.0000
86.0000,69.0000,122.0000,69.0000,122.0000,97.0000,86.0000,97.0000
85.0000,67.0000,119.0000,67.0000,119.0000,96.0000,85.0000,96.0000
83.0000,65.0000,116.0000,65.0000,116.0000,93.0000,83.0000,93.0000
81.0000,64.0000,113.0000,64.0000,113.0000,91.0000,81.0000,91.0000
79.0000,62.0000,110.0000,62.0000,110.0000,89.0000,79.0000,89.0000
79.0000,60.0000,109.0000,60.0000,109.0000,87.0000,79.0000,87.0000
76.7796,65.3992,107.6320,51.5156,117.3617,73.1372,86.5094,87.0208
81.2096,59.5720,109.8341,55.7555,113.2402,81.3013,84.6157,85.1179
80.1800,59.2600,108.8800,55.1600,112.5400,80.7800,83.8400,84.8800
71.0000,75.0000,95.5000,50.5000,110.0000,65.0000,85.5000,89.5000
78.0000,57.0000,104.0000,57.0000,104.0000,85.0000,78.0000,85.0000
79.0000,58.0000,104.0000,58.0000,104.0000,86.0000,79.0000,86.0000
79.0000,86.0000,79.0000,58.0000,105.0000,58.0000,105.0000,86.0000
81.0000,58.0000,106.0000,58.0000,106.0000,86.0000,81.0000,86.0000
81.0000,59.0000,106.0000,59.0000,106.0000,85.0000,81.0000,85.0000
82.0000,60.0000,106.0000,60.0000,106.0000,86.0000,82.0000,86.0000
81.0000,61.0000,106.0000,61.0000,106.0000,86.0000,81.0000,86.0000
82.0000,60.0000,105.0000,60.0000,105.0000,86.0000,82.0000,86.0000
81.0000,63.0000,105.0000,63.0000,105.0000,89.0000,81.0000,89.0000
81.0000,67.0000,106.0000,67.0000,106.0000,94.0000,81.0000,94.0000
83.0000,67.0000,108.0000,67.0000,108.0000,95.0000,83.0000,95.0000
84.0000,70.0000,109.0000,70.0000,109.0000,98.0000,84.0000,98.0000
80.2054,102.8324,90.7135,68.6811,110.3189,74.7135,99.8108,108.8649
84.0000,77.0000,109.0000,77.0000,109.0000,107.0000,84.0000,107.0000
85.0000,79.0000,110.0000,79.0000,110.0000,110.0000,85.0000,110.0000
87.0000,80.0000,112.0000,80.0000,112.0000,111.0000,87.0000,111.0000
87.0000,81.0000,112.0000,81.0000,112.0000,112.0000,87.0000,112.0000
88.0000,81.0000,114.0000,81.0000,114.0000,113.0000,88.0000,113.0000
91.0000,80.0000,117.0000,80.0000,117.0000,112.0000,91.0000,112.0000
88.1000,111.7000,100.2000,75.4000,121.5000,82.5000,109.4000,118.8000
91.2614,110.2697,101.0208,73.6722,123.6764,79.7137,113.9170,116.3112
91.8090,111.4944,100.1854,75.1966,122.5337,80.3539,114.1573,116.6517
93.0223,112.1242,103.5637,76.2834,124.7325,82.5096,114.1911,118.3503
93.0690,113.2354,102.9133,75.4991,125.4655,81.3823,115.6212,119.1186
93.1327,113.9912,102.9133,76.4991,125.2212,82.3186,115.4407,119.8106
93.6706,113.4824,101.7882,76.9529,125.0823,82.1294,116.9647,118.6588
93.0755,114.2642,100.0151,77.2528,123.8038,81.7132,116.8642,118.7245
92.1765,113.2941,101.4706,76.1177,123.8235,81.7059,114.5294,118.8824
92.9412,114.2353,102.4706,76.1177,124.3530,81.5882,114.8235,119.7059
91.1000,113.7000,103.8000,75.6000,124.8000,82.6000,112.1000,120.7000
92.1468,113.8440,103.7064,75.3119,124.6239,81.5872,113.0642,120.1193
91.5485,113.3408,103.3806,74.4637,124.1921,80.7976,112.3599,119.6748
92.4220,112.9266,103.7064,75.3119,124.3486,81.5046,113.0642,119.1193
92.5000,112.5000,105.2000,74.4000,125.6000,81.2000,112.9000,119.3000
92.4637,112.6194,103.7145,75.6523,123.8893,81.7924,112.6384,118.7595
93.1514,112.5081,104.6324,75.1946,124.8000,81.4000,113.3189,118.7135
92.2000,110.4000,104.5000,73.5000,124.6000,80.2000,112.3000,117.1000
93.1248,111.2864,104.0672,73.7696,125.4560,80.0080,114.5136,117.5248
92.4000,110.8000,104.9000,73.3000,125.3000,80.1000,112.8000,117.6000
93.5657,109.0980,106.5835,71.9042,126.7617,78.9666,113.7439,116.1604
95.1081,110.3513,101.2162,73.7027,124.8919,77.6486,118.7838,114.2973
94.5573,108.2583,106.2729,71.6473,126.5559,78.1379,114.8404,114.7489
98.2730,109.6792,102.5188,73.5904,125.6689,76.3140,121.4232,112.4027
99.1284,109.9455,101.3891,73.7743,125.4202,75.2763,123.1595,111.4475
100.1207,108.9483,102.2517,72.7207,126.3448,74.1379,124.2138,110.3655
99.0244,109.7805,103.0610,73.4512,126.4390,76.0488,122.4024,112.3781
99.1890,109.7041,102.9918,73.5781,126.4164,76.0438,122.6137,112.1699
102.0000,73.0000,126.0000,73.0000,126.0000,110.0000,102.0000,110.0000
102.0000,72.0000,127.0000,72.0000,127.0000,109.0000,102.0000,109.0000
96.7200,109.9600,102.1800,71.7400,125.5600,75.0800,120.1000,113.3000
98.5846,109.3231,103.3539,71.1692,126.4923,74.0615,121.7231,112.2154
101.5561,108.8778,103.3591,72.8180,127.1995,74.0100,125.3965,110.0698
98.9634,109.3293,103.1829,71.3537,127.4390,74.0488,123.2195,112.0244
101.6810,108.6991,103.4367,71.8303,129.2353,73.0588,127.4796,109.9276
104.0000,71.0000,130.0000,71.0000,130.0000,107.0000,104.0000,107.0000
104.0000,73.0000,130.0000,73.0000,130.0000,108.0000,104.0000,108.0000
103.0000,73.0000,129.0000,73.0000,129.0000,108.0000,103.0000,108.0000
103.0000,107.0000,103.0000,71.0000,130.0000,71.0000,130.0000,107.0000
102.6559,106.8828,104.4639,70.7232,131.2469,72.0624,129.4389,108.2220
104.4309,105.8122,106.2790,70.6989,133.3094,72.1216,131.4613,107.2348
104.0000,70.0000,133.0000,70.0000,133.0000,105.0000,104.0000,105.0000
102.2906,105.1170,109.4792,66.7774,135.2000,71.6000,128.0113,109.9396
101.4129,104.6239,113.1101,65.6330,136.2294,72.5688,124.5321,111.5596
100.9000,104.3000,113.6000,66.2000,136.4000,73.8000,123.7000,111.9000
101.0000,105.0000,113.8000,66.6000,136.3000,74.1000,123.5000,112.5000
98.0619,103.3608,115.2990,64.5773,136.1753,73.8557,118.9381,112.6392
97.8276,103.9310,113.8966,63.7586,135.4483,72.3793,119.3793,112.5517
93.3201,85.5553,130.5949,68.0142,140.3626,88.7706,103.0878,106.3116
101.4000,94.2000,117.8000,61.4000,137.8000,71.4000,121.4000,104.2000
100.6214,100.3675,113.6236,63.2183,135.4944,70.8731,122.4922,108.0223
108.0000,71.0000,130.0000,71.0000,130.0000,106.0000,108.0000,106.0000
110.0000,70.0000,132.0000,70.0000,132.0000,105.0000,110.0000,105.0000
101.3103,102.2759,116.6207,66.5517,135.5690,74.6724,120.2586,110.3966
106.9615,105.1923,114.2692,68.6539,134.4615,72.6923,127.1538,109.2308
110.0000,72.0000,131.0000,72.0000,131.0000,106.0000,110.0000,106.0000
109.0000,75.0000,131.0000,75.0000,131.0000,106.0000,109.0000,106.0000
109.2080,107.8805,111.3496,75.7566,133.7168,77.2478,131.5752,109.3717
111.0000,74.0000,132.0000,74.0000,132.0000,106.0000,111.0000,106.0000
109.0000,76.0000,131.0000,76.0000,131.0000,106.0000,109.0000,106.0000
109.0000,76.0000,131.0000,76.0000,131.0000,106.0000,109.0000,106.0000
110.0000,77.0000,132.0000,77.0000,132.0000,107.0000,110.0000,107.0000
109.0000,78.0000,132.0000,78.0000,132.0000,107.0000,109.0000,107.0000
110.0000,79.0000,133.0000,79.0000,133.0000,106.0000,110.0000,106.0000
